tube_assembly_id,comp_weight
TA-10513,0.042
TA-10514,0.028
TA-10515,0.028
TA-10516,0.173
TA-10517,0.086
TA-10518,0.138
TA-10519,0.657
TA-10520,0.387
TA-10521,0.061
TA-10522,0.081
TA-10523,0.695
TA-10524,0.695
TA-10525,1.572
TA-10526,1.166
TA-10527,1.166
TA-10528,1.166
TA-10529,1.753
TA-10530,1.166
TA-10531,1.753
TA-10532,0.042
TA-10533,0.096
TA-10534,0.098
TA-10535,0.096
TA-10536,0.162
TA-10537,0.162
TA-10538,0.338
TA-10539,0.338
TA-10540,0
TA-10541,0.173
TA-10542,0.028
TA-10543,0
TA-10544,2.56
TA-10545,0.463
TA-10546,0.042
TA-10547,0.08
TA-10548,0.061
TA-10549,3.014
TA-10550,3.014
TA-10551,0
TA-10552,0
TA-10553,0
TA-10554,0
TA-10555,0.096
TA-10556,0.096
TA-10557,0.098
TA-10558,0.098
TA-10559,0.124
TA-10560,0
TA-10561,0
TA-10562,0.042
TA-10563,0.048
TA-10564,0
TA-10565,7.664
TA-10566,0.324
TA-10567,0.122
TA-10568,0.235
TA-10569,0.324
TA-10570,0.324
TA-10571,0.324
TA-10572,0.324
TA-10573,0.382
TA-10574,0.448
TA-10575,0
TA-10576,0
TA-10577,0.111
TA-10578,0.111
TA-10579,0.096
TA-10580,0.136
TA-10581,0.136
TA-10582,0.042
TA-10583,0.028
TA-10584,0.124
TA-10585,0.166
TA-10586,0
TA-10587,0
TA-10588,0.042
TA-10589,0.028
TA-10590,0.042
TA-10591,0.028
TA-10592,0.028
TA-10593,0.028
TA-10594,0.042
TA-10595,0.042
TA-10596,0.324
TA-10597,0.324
TA-10598,0.298
TA-10599,0.298
TA-10600,0.235
TA-10601,0.27
TA-10602,0.112
TA-10603,0.112
TA-10604,0.112
TA-10605,0.112
TA-10606,0.112
TA-10607,0.112
TA-10608,0.112
TA-10609,0.112
TA-10610,0.124
TA-10611,0.112
TA-10612,0.112
TA-10613,0.229
TA-10614,0
TA-10615,0
TA-10616,0.21
TA-10617,0.324
TA-10618,0.324
TA-10619,0.324
TA-10620,0.324
TA-10621,0.732
TA-10622,1.835
TA-10623,0.042
TA-10624,2.56
TA-10625,0.298
TA-10626,0.35
TA-10627,0.35
TA-10628,0.074
TA-10629,0.074
TA-10630,0.074
TA-10631,0
TA-10632,0.338
TA-10633,0.058
TA-10634,0.058
TA-10635,0.058
TA-10636,0.058
TA-10637,0.887
TA-10638,0.042
TA-10639,0.387
TA-10640,0.387
TA-10641,0.445
TA-10642,0.048
TA-10643,0.048
TA-10644,0.212
TA-10645,0.315
TA-10646,0.124
TA-10647,0.273
TA-10648,0.315
TA-10649,0.273
TA-10650,0.332
TA-10651,0.183
TA-10652,0.332
TA-10653,0.124
TA-10654,0.273
TA-10655,0.305
TA-10656,0.124
TA-10657,0.332
TA-10658,0.305
TA-10659,0.273
TA-10660,0.124
TA-10661,0.158
TA-10662,0.158
TA-10663,0.124
TA-10664,0.124
TA-10665,0.124
TA-10666,0.332
TA-10667,0.158
TA-10668,0.364
TA-10669,0.305
TA-10670,0.273
TA-10671,0.315
TA-10672,0.513
TA-10673,0.124
TA-10674,0.332
TA-10675,0.305
TA-10676,0.124
TA-10677,0.124
TA-10678,0.124
TA-10679,0.305
TA-10680,0.183
TA-10681,0.364
TA-10682,0.332
TA-10683,0.124
TA-10684,0.315
TA-10685,0.332
TA-10686,0.112
TA-10687,0.124
TA-10688,0.098
TA-10689,0.098
TA-10690,0.122
TA-10691,0.098
TA-10692,0.098
TA-10693,0.048
TA-10694,0.952
TA-10695,0.26
TA-10696,0.298
TA-10697,0.298
TA-10698,0.382
TA-10699,0.382
TA-10700,1.287
TA-10701,1.017
TA-10702,1.862
TA-10703,1.862
TA-10704,0.086
TA-10705,0.173
TA-10706,0.096
TA-10707,0.575
TA-10708,0.72
TA-10709,0.111
TA-10710,0
TA-10711,0
TA-10712,0.27
TA-10713,0.27
TA-10714,0.324
TA-10715,0.387
TA-10716,0.028
TA-10717,0.028
TA-10718,0.028
TA-10719,0.028
TA-10720,0.096
TA-10721,0.096
TA-10722,0.096
TA-10723,0.096
TA-10724,0.096
TA-10725,0.096
TA-10726,0.096
TA-10727,0.096
TA-10728,0.096
TA-10729,0.096
TA-10730,0.061
TA-10731,0.028
TA-10732,0.262
TA-10733,0.262
TA-10734,0.387
TA-10735,2.532
TA-10736,0.098
TA-10737,0.014
TA-10738,0.124
TA-10739,0.048
TA-10740,3.073
TA-10741,0.388
TA-10742,0.028
TA-10743,0.028
TA-10744,0.098
TA-10745,0
TA-10746,0
TA-10747,0.27
TA-10748,0.122
TA-10749,0.048
TA-10750,0.048
TA-10751,0.324
TA-10752,0.224
TA-10753,0.098
TA-10754,0
TA-10755,0.164
TA-10756,0.27
TA-10757,0.131
TA-10758,0
TA-10759,0
TA-10760,0.122
TA-10761,0.122
TA-10762,0.64
TA-10763,0.079
TA-10764,0.042
TA-10765,0.042
TA-10766,0.042
TA-10767,0.042
TA-10768,0.27
TA-10769,0.27
TA-10770,0.27
TA-10771,0.28
TA-10772,0.28
TA-10773,0.099
TA-10774,0.096
TA-10775,0
TA-10776,2.026
TA-10777,0.11
TA-10778,0.11
TA-10779,0.028
TA-10780,0.267
TA-10781,0.187
TA-10782,0.267
TA-10783,0.187
TA-10784,0.046
TA-10785,0.018
TA-10786,0.046
TA-10787,0.018
TA-10788,0.018
TA-10789,0.018
TA-10790,0.048
TA-10791,0.028
TA-10792,0.028
TA-10793,0
TA-10794,0.028
TA-10795,0.028
TA-10796,0
TA-10797,0
TA-10798,0
TA-10799,0.009
TA-10800,0.018
TA-10801,0.046
TA-10802,0.028
TA-10803,0.018
TA-10804,0.018
TA-10805,0.018
TA-10806,0.096
TA-10807,0.042
TA-10808,0.042
TA-10809,0.782
TA-10810,0.124
TA-10811,0.124
TA-10812,0.098
TA-10813,0.112
TA-10814,0.098
TA-10815,0.042
TA-10816,0.042
TA-10817,0.069
TA-10818,0.122
TA-10819,0.122
TA-10820,0.466
TA-10821,0.387
TA-10822,0.042
TA-10823,
TA-10824,
TA-10825,0.018
TA-10826,0.076
TA-10827,0.048
TA-10828,0.048
TA-10829,0
TA-10830,0.02
TA-10831,0.018
TA-10832,0.02
TA-10833,0.02
TA-10834,0.028
TA-10835,0.098
TA-10836,0.21
TA-10837,0.225
TA-10838,0.117
TA-10839,0.382
TA-10840,0.083
TA-10841,0.382
TA-10842,0.382
TA-10843,0.117
TA-10844,0.521
TA-10845,0.382
TA-10846,0.382
TA-10847,0.382
TA-10848,0.382
TA-10849,0.061
TA-10850,0.076
TA-10851,0.08
TA-10852,0.098
TA-10853,0.382
TA-10854,0.382
TA-10855,0.382
TA-10856,0.382
TA-10857,0.382
TA-10858,0.122
TA-10859,0.122
TA-10860,0.298
TA-10861,0.47
TA-10862,0.122
TA-10863,0.061
TA-10864,0.236
TA-10865,0.115
TA-10866,0.115
TA-10867,0.048
TA-10868,0.298
TA-10869,0.298
TA-10870,0.298
TA-10871,0.298
TA-10872,0.358
TA-10873,0.358
TA-10874,0.358
TA-10875,0.21
TA-10876,0.042
TA-10877,0.048
TA-10878,0.076
TA-10879,0
TA-10880,0.061
TA-10881,0.225
TA-10882,0.397
TA-10883,0.098
TA-10884,0.562
TA-10885,0.793
TA-10886,1.278
TA-10887,0.112
TA-10888,0.382
TA-10889,0.048
TA-10890,0.018
TA-10891,0.628
TA-10892,0.207
TA-10893,0.207
TA-10894,0.361
TA-10895,4.718
TA-10896,0.11
TA-10897,0.244
TA-10898,0.11
TA-10899,0.098
TA-10900,0.076
TA-10901,0.076
TA-10902,0.076
TA-10903,0.1
TA-10904,0.076
TA-10905,0.018
TA-10906,0.018
TA-10907,0.018
TA-10908,0.018
TA-10909,0.018
TA-10910,0.018
TA-10911,0.018
TA-10912,0.018
TA-10913,0.048
TA-10914,0.048
TA-10915,0.028
TA-10916,0.048
TA-10917,0.048
TA-10918,0.048
TA-10919,0.048
TA-10920,0.048
TA-10921,0.048
TA-10922,0.332
TA-10923,0.076
TA-10924,0.076
TA-10925,0.076
TA-10926,0.076
TA-10927,0.018
TA-10928,0.018
TA-10929,0.018
TA-10930,0.018
TA-10931,0.055
TA-10932,0.055
TA-10933,0.018
TA-10934,0.018
TA-10935,0.018
TA-10936,0.018
TA-10937,0.048
TA-10938,0.332
TA-10939,0.018
TA-10940,0.018
TA-10941,0.028
TA-10942,0.018
TA-10943,0.046
TA-10944,0.048
TA-10945,0.028
TA-10946,0.028
TA-10947,0.05
TA-10948,0.05
TA-10949,0.05
TA-10950,0.05
TA-10951,0.05
TA-10952,0.018
TA-10953,0.018
TA-10954,0.018
TA-10955,0.018
TA-10956,0.009
TA-10957,0.048
TA-10958,0.048
TA-10959,0.048
TA-10960,0.048
TA-10961,0.018
TA-10962,0.038
TA-10963,0.038
TA-10964,0.038
TA-10965,0.028
TA-10966,0.018
TA-10967,0.018
TA-10968,0.018
TA-10969,0.018
TA-10970,0.048
TA-10971,0.048
TA-10972,0.076
TA-10973,0.076
TA-10974,0.076
TA-10975,0.048
TA-10976,0.048
TA-10977,0.048
TA-10978,0.048
TA-10979,0.076
TA-10980,0.048
TA-10981,0.048
TA-10982,0.076
TA-10983,0.048
TA-10984,0.038
TA-10985,0.038
TA-10986,0.454
TA-10987,0.018
TA-10988,0.018
TA-10989,0.018
TA-10990,0.018
TA-10991,0.048
TA-10992,0.028
TA-10993,0.028
TA-10994,0.028
TA-10995,0.028
TA-10996,0.725
TA-10997,0.028
TA-10998,0.11
TA-10999,0.11
TA-11000,0.11
TA-11001,0.11
TA-11002,0.11
TA-11003,0.11
TA-11004,0.048
TA-11005,0.048
TA-11006,0.048
TA-11007,0.048
TA-11008,0.048
TA-11009,0.028
TA-11010,0.11
TA-11011,0.21
TA-11012,
TA-11013,0.11
TA-11014,0.048
TA-11015,0.028
TA-11016,0.028
TA-11017,0.028
TA-11018,0.028
TA-11019,0
TA-11020,0.11
TA-11021,0.11
TA-11022,0.11
TA-11023,0.048
TA-11024,0.048
TA-11025,0.018
TA-11026,0.018
TA-11027,
TA-11028,0.191
TA-11029,0.048
TA-11030,0.048
TA-11031,0.146
TA-11032,0.11
TA-11033,0.028
TA-11034,0.018
TA-11035,0.028
TA-11036,0.048
TA-11037,0.048
TA-11038,0
TA-11039,0
TA-11040,0.048
TA-11041,0.048
TA-11042,0.048
TA-11043,0.121
TA-11044,0.048
TA-11045,0.048
TA-11046,0.038
TA-11047,0.11
TA-11048,0.11
TA-11049,0.11
TA-11050,0.11
TA-11051,0.048
TA-11052,0.028
TA-11053,0.028
TA-11054,0.048
TA-11055,0.048
TA-11056,0.048
TA-11057,0.018
TA-11058,0.028
TA-11059,0.018
TA-11060,0.076
TA-11061,0.076
TA-11062,0.11
TA-11063,0.028
TA-11064,0.131
TA-11065,0.131
TA-11066,0.131
TA-11067,0.028
TA-11068,0.048
TA-11069,0.028
TA-11070,0.028
TA-11071,0.018
TA-11072,0.131
TA-11073,0.018
TA-11074,0.098
TA-11075,0.262
TA-11076,0.018
TA-11077,0.096
TA-11078,0.096
TA-11079,0.096
TA-11080,0.096
TA-11081,0.096
TA-11082,0.096
TA-11083,0.048
TA-11084,0.038
TA-11085,0.048
TA-11086,0.028
TA-11087,0.028
TA-11088,0.028
TA-11089,0.028
TA-11090,0.028
TA-11091,0.056
TA-11092,0.056
TA-11093,0.056
TA-11094,0.056
TA-11095,0.056
TA-11096,0.056
TA-11097,0.056
TA-11098,0.056
TA-11099,0.056
TA-11100,0.093
TA-11101,0.093
TA-11102,0.338
TA-11103,0.338
TA-11104,0.162
TA-11105,0.162
TA-11106,0
TA-11107,0
TA-11108,0
TA-11109,0.298
TA-11110,0.298
TA-11111,0.298
TA-11112,0.298
TA-11113,0.122
TA-11114,0.338
TA-11115,0.042
TA-11116,0.042
TA-11117,0.028
TA-11118,0.028
TA-11119,0.042
TA-11120,0.042
TA-11121,2.632
TA-11122,0.166
TA-11123,0.124
TA-11124,0.166
TA-11125,0.09
TA-11126,0.09
TA-11127,0.014
TA-11128,0
TA-11129,0
TA-11130,0.395
TA-11131,0.028
TA-11132,0.028
TA-11133,0.028
TA-11134,0.028
TA-11135,0.042
TA-11136,0.042
TA-11137,0.112
TA-11138,0.124
TA-11139,0.112
TA-11140,0.112
TA-11141,0.112
TA-11142,0.112
TA-11143,0.112
TA-11144,0.112
TA-11145,0.112
TA-11146,0.112
TA-11147,0.112
TA-11148,0.122
TA-11149,0.028
TA-11150,0
TA-11151,2.02
TA-11152,0.098
TA-11153,0.098
TA-11154,0.21
TA-11155,0.045
TA-11156,0.048
TA-11157,0.048
TA-11158,0.048
TA-11159,0.138
TA-11160,1.835
TA-11161,0
TA-11162,0.053
TA-11163,0.053
TA-11164,0.043
TA-11165,0.053
TA-11166,0.046
TA-11167,0.047
TA-11168,0.047
TA-11169,0.061
TA-11170,0.061
TA-11171,0.038
TA-11172,0.038
TA-11173,0.038
TA-11174,0.038
TA-11175,0.037
TA-11176,0.028
TA-11177,0.038
TA-11178,0.038
TA-11179,0.038
TA-11180,0.038
TA-11181,4.278
TA-11182,2.692
TA-11183,2.692
TA-11184,2.692
TA-11185,3.612
TA-11186,0.122
TA-11187,0.122
TA-11188,0.042
TA-11189,0
TA-11190,0.098
TA-11191,0.098
TA-11192,0.042
TA-11193,0.042
TA-11194,0.024
TA-11195,0.038
TA-11196,0.028
TA-11197,0.028
TA-11198,0.028
TA-11199,0.028
TA-11200,0
TA-11201,0.124
TA-11202,0.028
TA-11203,0.048
TA-11204,0.258
TA-11205,0.089
TA-11206,
TA-11207,0.014
TA-11208,0.048
TA-11209,0.21
TA-11210,0.042
TA-11211,0.028
TA-11212,0.014
TA-11213,0.028
TA-11214,0.042
TA-11215,0.096
TA-11216,0.096
TA-11217,7.291
TA-11218,0.166
TA-11219,0.166
TA-11220,0.048
TA-11221,0.048
TA-11222,0.096
TA-11223,0.34
TA-11224,0.34
TA-11225,0.34
TA-11226,0.55
TA-11227,0.55
TA-11228,0.028
TA-11229,0.028
TA-11230,0
TA-11231,0
TA-11232,0
TA-11233,0
TA-11234,0.042
TA-11235,0.096
TA-11236,0.096
TA-11237,0
TA-11238,0
TA-11239,0.042
TA-11240,0.042
TA-11241,0.061
TA-11242,0.061
TA-11243,0.042
TA-11244,0.497
TA-11245,0.586
TA-11246,0.028
TA-11247,0.028
TA-11248,0.338
TA-11249,0.591
TA-11250,0.215
TA-11251,0.215
TA-11252,0.314
TA-11253,0.314
TA-11254,0.724
TA-11255,0.724
TA-11256,0.724
TA-11257,0.724
TA-11258,0.724
TA-11259,1.12
TA-11260,2.725
TA-11261,3.03
TA-11262,0.226
TA-11263,0.028
TA-11264,0
TA-11265,0.122
TA-11266,0.122
TA-11267,0.076
TA-11268,0.366
TA-11269,0.38
TA-11270,0.38
TA-11271,0.048
TA-11272,0.1
TA-11273,0.208
TA-11274,0.11
TA-11275,0.11
TA-11276,0.066
TA-11277,0.08
TA-11278,0.042
TA-11279,0.042
TA-11280,0.118
TA-11281,0.118
TA-11282,
TA-11283,0.061
TA-11284,0.277
TA-11285,0.162
TA-11286,0.048
TA-11287,0
TA-11288,0
TA-11289,0
TA-11290,0
TA-11291,2.911
TA-11292,2.488
TA-11293,2.488
TA-11294,0.028
TA-11295,0.042
TA-11296,0
TA-11297,0.098
TA-11298,0.21
TA-11299,0.21
TA-11300,0
TA-11301,0
TA-11302,0
TA-11303,0
TA-11304,0.371
TA-11305,0.22
TA-11306,0.048
TA-11307,2.266
TA-11308,0.096
TA-11309,0.173
TA-11310,2.266
TA-11311,0
TA-11312,0.042
TA-11313,0.042
TA-11314,0.042
TA-11315,0.042
TA-11316,0.042
TA-11317,0.122
TA-11318,0.062
TA-11319,0.21
TA-11320,0.21
TA-11321,0.577
TA-11322,0.577
TA-11323,0.577
TA-11324,0.018
TA-11325,0.042
TA-11326,0.042
TA-11327,0.1
TA-11328,0.014
TA-11329,0.014
TA-11330,0.042
TA-11331,0
TA-11332,0
TA-11333,0
TA-11334,0
TA-11335,0
TA-11336,0.45
TA-11337,0.387
TA-11338,0.028
TA-11339,0.098
TA-11340,0
TA-11341,0
TA-11342,2.266
TA-11343,0.09
TA-11344,0.1
TA-11345,0.08
TA-11346,0.09
TA-11347,0.1
TA-11348,0.048
TA-11349,0.324
TA-11350,0.324
TA-11351,0
TA-11352,0
TA-11353,0.122
TA-11354,0.122
TA-11355,0.024
TA-11356,0.024
TA-11357,0.122
TA-11358,0.048
TA-11359,0.076
TA-11360,0.042
TA-11361,1.923
TA-11362,
TA-11363,0.124
TA-11364,0
TA-11365,0
TA-11366,0.014
TA-11367,0.028
TA-11368,0.014
TA-11369,0.028
TA-11370,0.028
TA-11371,0.64
TA-11372,0.042
TA-11373,0.434
TA-11374,0
TA-11375,0.076
TA-11376,0.038
TA-11377,0.038
TA-11378,0.192
TA-11379,0.076
TA-11380,0
TA-11381,0.033
TA-11382,0.27
TA-11383,0.324
TA-11384,0.324
TA-11385,0.096
TA-11386,0.1
TA-11387,0.1
TA-11388,0.514
TA-11389,0.514
TA-11390,0.061
TA-11391,10.047
TA-11392,10.047
TA-11393,4.295
TA-11394,5.925
TA-11395,1.835
TA-11396,1.835
TA-11397,0
TA-11398,0.028
TA-11399,0.308
TA-11400,0.021
TA-11401,0.042
TA-11402,0.042
TA-11403,0.038
TA-11404,0.038
TA-11405,0.131
TA-11406,1.566
TA-11407,0.724
TA-11408,0.724
TA-11409,0
TA-11410,0
TA-11411,0.11
TA-11412,0.031
TA-11413,0.096
TA-11414,0.096
TA-11415,0.098
TA-11416,0.093
TA-11417,0.098
TA-11418,0.093
TA-11419,0.061
TA-11420,0.388
TA-11421,0.388
TA-11422,0
TA-11423,0
TA-11424,0.021
TA-11425,0
TA-11426,0
TA-11427,0.426
TA-11428,1.324
TA-11429,0.26
TA-11430,0.061
TA-11431,0.061
TA-11432,0.068
TA-11433,0.068
TA-11434,0.068
TA-11435,0.068
TA-11436,0.076
TA-11437,0.338
TA-11438,0.096
TA-11439,1.835
TA-11440,0.088
TA-11441,0.088
TA-11442,0.088
TA-11443,0.019
TA-11444,0.053
TA-11445,0.046
TA-11446,0.053
TA-11447,0.06
TA-11448,0.046
TA-11449,0.046
TA-11450,0.458
TA-11451,0.18
TA-11452,0.18
TA-11453,0.18
TA-11454,0.18
TA-11455,0.338
TA-11456,0.338
TA-11457,0.014
TA-11458,0.014
TA-11459,0.014
TA-11460,0.028
TA-11461,0.028
TA-11462,0.122
TA-11463,0.122
TA-11464,0.387
TA-11465,0.096
TA-11466,0.096
TA-11467,0.061
TA-11468,0.387
TA-11469,0.122
TA-11470,0.122
TA-11471,0.122
TA-11472,0
TA-11473,0
TA-11474,0.076
TA-11475,0.028
TA-11476,0.042
TA-11477,0.028
TA-11478,0.048
TA-11479,0.028
TA-11480,0.028
TA-11481,0.028
TA-11482,0
TA-11483,0.27
TA-11484,0
TA-11485,0.042
TA-11486,0.069
TA-11487,0.042
TA-11488,0.113
TA-11489,0.028
TA-11490,0.028
TA-11491,0.042
TA-11492,0.051
TA-11493,0.06
TA-11494,0.051
TA-11495,0.051
TA-11496,0.042
TA-11497,0.042
TA-11498,0.042
TA-11499,0.042
TA-11500,0.051
TA-11501,0.051
TA-11502,0.051
TA-11503,0.051
TA-11504,0.06
TA-11505,0.051
TA-11506,0.051
TA-11507,0.096
TA-11508,0.042
TA-11509,0.096
TA-11510,0.051
TA-11511,0.051
TA-11512,0.096
TA-11513,0.042
TA-11514,0.042
TA-11515,0.048
TA-11516,0.048
TA-11517,0.048
TA-11518,0.048
TA-11519,0.048
TA-11520,0.048
TA-11521,0.34
TA-11522,0.34
TA-11523,0.096
TA-11524,8.217
TA-11525,0.122
TA-11526,0.122
TA-11527,0.042
TA-11528,0.657
TA-11529,0.122
TA-11530,5.451
TA-11531,0.21
TA-11532,0
TA-11533,0
TA-11534,0.11
TA-11535,0.042
TA-11536,0.042
TA-11537,0.27
TA-11538,0.27
TA-11539,0.338
TA-11540,0.27
TA-11541,0.27
TA-11542,0.338
TA-11543,0
TA-11544,0
TA-11545,0.387
TA-11546,0.1
TA-11547,0
TA-11548,0
TA-11549,0
TA-11550,0.088
TA-11551,0.088
TA-11552,0.088
TA-11553,0.088
TA-11554,0.088
TA-11555,0
TA-11556,1.396
TA-11557,1.938
TA-11558,0.324
TA-11559,0.014
TA-11560,0.014
TA-11561,0
TA-11562,0
TA-11563,0
TA-11564,0.21
TA-11565,0.298
TA-11566,0.324
TA-11567,0.387
TA-11568,0.338
TA-11569,0.338
TA-11570,0.27
TA-11571,0.112
TA-11572,0.096
TA-11573,0.096
TA-11574,0.098
TA-11575,0.096
TA-11576,0
TA-11577,0.048
TA-11578,0.028
TA-11579,0.028
TA-11580,0.028
TA-11581,0.042
TA-11582,0.061
TA-11583,0.028
TA-11584,0.048
TA-11585,0.081
TA-11586,0.028
TA-11587,0.076
TA-11588,0.048
TA-11589,0.098
TA-11590,0.122
TA-11591,0.122
TA-11592,0
TA-11593,4.533
TA-11594,0.042
TA-11595,4.181
TA-11596,
TA-11597,0.614
TA-11598,3.207
TA-11599,0.048
TA-11600,1.307
TA-11601,0
TA-11602,0.048
TA-11603,0.096
TA-11604,0
TA-11605,0.076
TA-11606,0.11
TA-11607,0.11
TA-11608,0.387
TA-11609,0.122
TA-11610,0.122
TA-11611,0.122
TA-11612,0.122
TA-11613,0.122
TA-11614,0.122
TA-11615,0.11
TA-11616,0.11
TA-11617,0.11
TA-11618,0.11
TA-11619,0
TA-11620,0
TA-11621,0.11
TA-11622,0.11
TA-11623,0.096
TA-11624,0.257
TA-11625,0.122
TA-11626,0
TA-11627,0.338
TA-11628,0.27
TA-11629,0.27
TA-11630,0.27
TA-11631,0
TA-11632,0
TA-11633,0.042
TA-11634,0.387
TA-11635,0.005
TA-11636,0.11
TA-11637,0.096
TA-11638,0
TA-11639,0.21
TA-11640,0.21
TA-11641,0.098
TA-11642,0.098
TA-11643,0.156
TA-11644,0
TA-11645,0
TA-11646,0.124
TA-11647,0.21
TA-11648,0.122
TA-11649,0.122
TA-11650,0.122
TA-11651,0.122
TA-11652,0.324
TA-11653,0.122
TA-11654,0.324
TA-11655,0.122
TA-11656,0.208
TA-11657,0.124
TA-11658,0.208
TA-11659,0.124
TA-11660,0.298
TA-11661,0.064
TA-11662,0.088
TA-11663,0.088
TA-11664,0.05
TA-11665,0.127
TA-11666,0.088
TA-11667,0
TA-11668,0
TA-11669,0.088
TA-11670,0.042
TA-11671,0.038
TA-11672,0.038
TA-11673,0.038
TA-11674,0.038
TA-11675,0.038
TA-11676,0.038
TA-11677,0.076
TA-11678,0.06
TA-11679,0.11
TA-11680,1.303
TA-11681,0.27
TA-11682,0.27
TA-11683,0.27
TA-11684,0.27
TA-11685,0.128
TA-11686,0.128
TA-11687,0
TA-11688,0
TA-11689,0
TA-11690,0.11
TA-11691,0
TA-11692,0
TA-11693,1.095
TA-11694,0.124
TA-11695,0.062
TA-11696,0.124
TA-11697,0.324
TA-11698,0.27
TA-11699,0
TA-11700,0.11
TA-11701,0.061
TA-11702,0.061
TA-11703,0.274
TA-11704,1.086
TA-11705,0.021
TA-11706,0.128
TA-11707,0.173
TA-11708,0.096
TA-11709,0.27
TA-11710,0.04
TA-11711,0.16
TA-11712,0
TA-11713,0
TA-11714,0
TA-11715,0.324
TA-11716,0.124
TA-11717,0.042
TA-11718,0.096
TA-11719,0.227
TA-11720,0.088
TA-11721,0.088
TA-11722,0.324
TA-11723,0.124
TA-11724,0.218
TA-11725,0.062
TA-11726,0.062
TA-11727,0.062
TA-11728,0.324
TA-11729,0.124
TA-11730,0
TA-11731,0.262
TA-11732,0.11
TA-11733,0.028
TA-11734,0.11
TA-11735,0.038
TA-11736,0.038
TA-11737,0.387
TA-11738,0.387
TA-11739,0.135
TA-11740,0.135
TA-11741,0.122
TA-11742,0.122
TA-11743,0.475
TA-11744,0.21
TA-11745,0
TA-11746,0
TA-11747,0.11
TA-11748,0.11
TA-11749,0.11
TA-11750,0.096
TA-11751,0.21
TA-11752,0.158
TA-11753,0.158
TA-11754,0.21
TA-11755,0.122
TA-11756,0.122
TA-11757,0.11
TA-11758,0.11
TA-11759,0.21
TA-11760,0.21
TA-11761,0.21
TA-11762,0.21
TA-11763,0.028
TA-11764,0
TA-11765,0.17
TA-11766,0.096
TA-11767,0.096
TA-11768,0.096
TA-11769,0.096
TA-11770,0.015
TA-11771,0.028
TA-11772,0.041
TA-11773,0
TA-11774,0
TA-11775,0
TA-11776,0.08
TA-11777,0.122
TA-11778,0
TA-11779,0
TA-11780,0
TA-11781,0.042
TA-11782,0.298
TA-11783,0.21
TA-11784,0.21
TA-11785,0.208
TA-11786,0.166
TA-11787,0.21
TA-11788,0.166
TA-11789,0.124
TA-11790,0.122
TA-11791,0.166
TA-11792,0.096
TA-11793,0.074
TA-11794,0.074
TA-11795,0.257
TA-11796,0.257
TA-11797,0.697
TA-11798,0.591
TA-11799,0.061
TA-11800,0.061
TA-11801,0.208
TA-11802,0.208
TA-11803,0.122
TA-11804,0.122
TA-11805,0.136
TA-11806,0.136
TA-11807,0.11
TA-11808,0.11
TA-11809,0.096
TA-11810,0.139
TA-11811,0.324
TA-11812,0.048
TA-11813,0.705
TA-11814,0.038
TA-11815,0.038
TA-11816,0.038
TA-11817,0.038
TA-11818,0.038
TA-11819,0.038
TA-11820,0.122
TA-11821,0.124
TA-11822,0.124
TA-11823,0.124
TA-11824,0.096
TA-11825,0.061
TA-11826,0.122
TA-11827,0.122
TA-11828,0.018
TA-11829,0.018
TA-11830,0.018
TA-11831,0.018
TA-11832,0.018
TA-11833,0.018
TA-11834,0.018
TA-11835,0.018
TA-11836,0.018
TA-11837,0.061
TA-11838,0.061
TA-11839,0.038
TA-11840,0.038
TA-11841,0
TA-11842,0.103
TA-11843,0.042
TA-11844,0.042
TA-11845,5.517
TA-11846,0
TA-11847,0
TA-11848,0
TA-11849,0.068
TA-11850,0.122
TA-11851,0.018
TA-11852,0.124
TA-11853,0.096
TA-11854,0.096
TA-11855,0.096
TA-11856,0.096
TA-11857,0.088
TA-11858,0.096
TA-11859,0.324
TA-11860,0.198
TA-11861,0.122
TA-11862,0
TA-11863,0.064
TA-11864,0.1
TA-11865,0.024
TA-11866,0.028
TA-11867,0.042
TA-11868,0.028
TA-11869,0.028
TA-11870,0.567
TA-11871,0.268
TA-11872,0.34
TA-11873,0.424
TA-11874,0.54
TA-11875,0
TA-11876,0
TA-11877,0
TA-11878,1.546
TA-11879,0.559
TA-11880,0
TA-11881,0.028
TA-11882,0.224
TA-11883,0.224
TA-11884,0.509
TA-11885,0.509
TA-11886,0.042
TA-11887,0.084
TA-11888,0.227
TA-11889,0.382
TA-11890,0.382
TA-11891,0.519
TA-11892,0.519
TA-11893,0.34
TA-11894,0.54
TA-11895,0.882
TA-11896,0.042
TA-11897,0.122
TA-11898,0.128
TA-11899,0.099
TA-11900,0.042
TA-11901,0.061
TA-11902,0.08
TA-11903,0.338
TA-11904,0.682
TA-11905,0
TA-11906,0.07
TA-11907,0.229
TA-11908,0.028
TA-11909,12.16
TA-11910,0.048
TA-11911,0.387
TA-11912,0.324
TA-11913,0.173
TA-11914,0.096
TA-11915,1.226
TA-11916,0.042
TA-11917,0.042
TA-11918,0.85
TA-11919,0
TA-11920,0.228
TA-11921,0.228
TA-11922,0.22
TA-11923,0.228
TA-11924,0.042
TA-11925,0.028
TA-11926,0
TA-11927,0.324
TA-11928,0
TA-11929,0.024
TA-11930,0
TA-11931,7
TA-11932,7
TA-11933,0.098
TA-11934,0.21
TA-11935,0.21
TA-11936,0.088
TA-11937,0.192
TA-11938,0.227
TA-11939,0.096
TA-11940,0.208
TA-11941,0.154
