,tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
10647,TA-10648,SP-0029,15.88,1.65,152.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10648,TA-10649,SP-0029,15.88,1.65,142.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10649,TA-10650,SP-0029,15.88,1.65,95.0,8,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10650,TA-10651,SP-0029,15.88,1.65,119.0,6,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10651,TA-10652,SP-0029,15.88,1.65,89.0,7,38.1,N,Y,N,N,EF-003,EF-003,1,0,0
10652,TA-10653,SP-0029,15.88,1.65,69.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10653,TA-10654,SP-0029,15.88,1.65,141.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10654,TA-10655,SP-0029,15.88,1.65,177.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10655,TA-10656,SP-0029,15.88,1.65,96.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10656,TA-10657,SP-0029,15.88,1.65,86.0,6,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10657,TA-10658,SP-0029,15.88,1.65,171.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10658,TA-10659,SP-0029,15.88,1.65,157.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10659,TA-10660,SP-0029,15.88,1.65,165.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10660,TA-10661,SP-0029,15.88,1.65,163.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10661,TA-10662,SP-0029,15.88,1.65,159.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10662,TA-10663,SP-0029,15.88,1.65,47.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10663,TA-10664,SP-0029,15.88,1.65,73.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10664,TA-10665,SP-0029,15.88,1.65,69.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10665,TA-10666,SP-0029,15.88,1.65,86.0,6,38.1,N,N,N,Y,EF-003,EF-003,1,0,0
10666,TA-10667,SP-0029,15.88,1.65,162.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10667,TA-10668,SP-0029,15.88,1.65,90.0,4,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10668,TA-10669,SP-0029,15.88,1.65,191.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10669,TA-10670,SP-0029,15.88,1.65,175.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10670,TA-10671,SP-0029,15.88,1.65,180.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10671,TA-10672,SP-0029,15.88,1.65,54.0,6,38.1,N,Y,N,N,EF-003,EF-003,1,0,0
10672,TA-10673,SP-0029,15.88,1.65,203.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10673,TA-10674,SP-0029,15.88,1.65,74.0,6,38.1,N,N,Y,Y,EF-003,EF-003,1,0,0
10674,TA-10675,SP-0029,15.88,1.65,182.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10675,TA-10676,SP-0029,15.88,1.65,95.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10676,TA-10677,SP-0029,15.88,1.65,219.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10677,TA-10678,SP-0029,15.88,1.65,163.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10678,TA-10679,SP-0029,15.88,1.65,182.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10679,TA-10680,SP-0029,15.88,1.65,122.0,9,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10680,TA-10681,SP-0029,15.88,1.65,89.0,5,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10681,TA-10682,SP-0029,15.88,1.65,88.0,8,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10682,TA-10683,SP-0029,15.88,1.65,159.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10683,TA-10684,SP-0029,15.88,1.65,159.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10684,TA-10685,SP-0029,15.88,1.65,74.0,6,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10685,TA-10686,SP-0029,15.88,1.65,100.0,4,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10686,TA-10687,SP-0029,15.88,1.65,48.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10687,TA-10688,SP-0029,12.7,1.24,60.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10688,TA-10689,SP-0029,12.7,1.24,42.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10689,TA-10690,SP-0029,19.05,1.65,36.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10690,TA-10691,SP-0029,12.7,2.11,73.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
10691,TA-10692,SP-0029,12.7,2.11,74.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
10692,TA-10693,SP-0035,9.52,1.65,30.0,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10693,TA-10694,SP-0029,38.1,1.65,61.0,3,63.5,N,Y,N,Y,EF-023,EF-017,0,0,0
10694,TA-10695,SP-0029,38.1,1.65,84.0,3,76.2,N,Y,N,N,EF-012,EF-017,0,0,0
10695,TA-10696,SP-0029,25.4,1.65,82.0,5,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
10696,TA-10697,SP-0029,25.4,1.65,94.0,3,50.8,Y,Y,N,N,EF-003,EF-003,0,0,0
10697,TA-10698,SP-0029,25.4,3.05,51.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10698,TA-10699,SP-0029,25.4,3.05,51.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10699,TA-10700,SP-0029,25.4,3.05,120.0,5,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
10700,TA-10701,SP-0029,25.4,3.05,113.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10701,TA-10702,SP-0029,25.4,3.05,145.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10702,TA-10703,SP-0029,25.4,3.05,107.0,4,58.8,N,N,N,N,EF-003,EF-003,0,0,0
10703,TA-10704,SP-0029,12.7,1.65,42.0,2,38.1,N,N,N,N,EF-018,EF-003,0,0,0
10704,TA-10705,SP-0028,25.4,1.65,21.0,1,50.8,N,N,N,N,EF-002,EF-017,0,0,0
10705,TA-10706,SP-0028,25.4,1.65,31.0,2,50.8,N,N,N,N,EF-002,EF-017,0,0,0
10706,TA-10707,SP-0029,25.4,3.05,128.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
10707,TA-10708,SP-0029,25.4,3.05,125.0,5,63.5,N,N,N,N,EF-003,EF-003,0,0,0
10708,TA-10709,SP-0029,101.6,1.65,133.0,2,203.2,N,Y,N,N,EF-017,EF-017,2,0,1
10709,TA-10710,SP-0028,63.5,1.65,94.0,2,101.6,N,N,N,N,EF-017,EF-017,0,0,0
10710,TA-10711,SP-0028,63.5,1.65,97.0,2,101.6,N,N,N,N,EF-005,EF-017,0,0,0
10711,TA-10712,SP-0029,19.05,1.65,53.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
10712,TA-10713,SP-0029,19.05,1.65,13.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
10713,TA-10714,SP-0029,25.4,3.05,29.0,2,50.8,N,Y,N,Y,EF-003,EF-003,0,0,0
10714,TA-10715,SP-0029,25.4,3.05,83.0,4,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
10715,TA-10716,SP-0038,6.35,0.89,37.0,4,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10716,TA-10717,SP-0038,6.35,0.89,40.0,4,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10717,TA-10718,SP-0038,6.35,0.89,36.0,4,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10718,TA-10719,SP-0038,6.35,0.89,38.0,5,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10719,TA-10720,SP-0029,12.7,1.65,106.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10720,TA-10721,SP-0029,12.7,1.65,116.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10721,TA-10722,SP-0029,12.7,1.65,106.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10722,TA-10723,SP-0029,12.7,1.65,116.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10723,TA-10724,SP-0029,12.7,1.65,34.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10724,TA-10725,SP-0029,12.7,1.65,34.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10725,TA-10726,SP-0029,12.7,1.65,111.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10726,TA-10727,SP-0029,12.7,1.65,111.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10727,TA-10728,SP-0029,12.7,1.65,121.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10728,TA-10729,SP-0029,12.7,1.65,121.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10729,TA-10730,SP-0029,9.52,1.65,18.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
10730,TA-10731,SP-0037,6.35,0.89,51.0,5,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10731,TA-10732,SP-0035,25.4,1.65,86.0,4,50.8,N,Y,N,N,EF-018,EF-018,0,0,0
10732,TA-10733,SP-0035,25.4,1.65,106.0,4,50.8,N,Y,N,N,EF-018,EF-018,0,0,0
10733,TA-10734,SP-0029,25.4,1.65,57.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10734,TA-10735,SP-0029,69.85,1.65,15.0,0,0.0,N,N,N,N,EF-023,NONE,0,0,0
10735,TA-10736,SP-0029,12.7,0.89,22.0,3,25.4,Y,Y,N,N,EF-003,EF-003,0,0,0
10736,TA-10737,SP-0039,9.52,0.71,99.0,4,127.0,N,N,N,N,EF-017,NONE,0,0,0
10737,TA-10738,SP-0029,15.88,1.24,18.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
10738,TA-10739,SP-0035,9.52,0.89,36.0,1,31.75,N,N,N,N,EF-018,EF-018,0,0,0
10739,TA-10740,SP-0029,127.0,1.65,134.0,4,139.7,Y,Y,N,Y,EF-023,EF-017,2,0,0
10740,TA-10741,SP-0029,31.75,1.65,34.0,1,63.5,N,N,N,Y,EF-003,EF-003,0,0,0
10741,TA-10742,SP-0038,6.35,0.89,58.0,7,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10742,TA-10743,SP-0038,6.35,0.89,52.0,6,12.7,N,N,N,N,EF-008,EF-008,0,0,0
10743,TA-10744,SP-0029,12.7,2.11,54.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10744,TA-10745,SP-0029,15.88,1.24,137.0,3,50.8,N,N,N,N,NONE,NONE,0,0,0
10745,TA-10746,SP-0029,15.88,1.24,225.0,6,50.8,N,N,N,N,NONE,NONE,0,0,0
10746,TA-10747,SP-0029,19.05,1.65,59.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10747,TA-10748,SP-0029,19.05,2.11,143.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10748,TA-10749,SP-0035,9.52,0.89,31.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10749,TA-10750,SP-0035,9.52,0.89,35.0,1,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10750,TA-10751,SP-0029,25.4,1.65,57.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
10751,TA-10752,SP-0029,44.45,3.05,186.0,5,88.9,N,N,N,N,NONE,NONE,0,1,0
10752,TA-10753,SP-0029,12.7,1.24,78.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
10753,TA-10754,SP-0028,34.92,1.65,103.0,5,63.5,N,N,N,Y,EF-017,EF-017,0,0,0
10754,TA-10755,SP-0029,12.7,0.89,57.0,1,127.0,N,N,N,N,NONE,EF-026,0,1,0
10755,TA-10756,SP-0029,19.05,1.65,111.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10756,TA-10757,SP-0035,25.4,1.65,54.0,4,50.8,N,N,N,N,EF-018,EF-017,0,0,0
10757,TA-10758,SP-0029,63.5,1.65,52.0,2,101.6,Y,Y,Y,Y,EF-009,EF-009,0,0,0
10758,TA-10759,SP-0029,101.6,1.65,22.0,0,0.0,N,N,N,N,EF-009,EF-009,0,0,0
10759,TA-10760,SP-0029,19.05,2.11,157.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10760,TA-10761,SP-0029,19.05,2.11,42.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10761,TA-10762,SP-0029,25.4,1.65,31.0,2,50.8,Y,Y,N,N,EF-003,EF-003,0,0,0
10762,TA-10763,SP-0029,15.88,2.41,27.0,2,50.8,N,N,N,N,EF-023,NONE,0,0,0
10763,TA-10764,SP-0019,9.52,0.71,49.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10764,TA-10765,SP-0019,9.52,0.71,49.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10765,TA-10766,SP-0019,9.52,0.71,44.0,4,31.75,N,N,N,Y,EF-003,EF-003,0,0,0
10766,TA-10767,SP-0019,9.52,0.71,51.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10767,TA-10768,SP-0029,19.05,1.65,101.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10768,TA-10769,SP-0029,19.05,1.65,100.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10769,TA-10770,SP-0029,19.05,1.65,117.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10770,TA-10771,SP-0029,31.75,1.65,83.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
10771,TA-10772,SP-0029,31.75,1.65,107.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
10772,TA-10773,SP-0029,12.7,0.89,13.0,2,25.4,Y,Y,N,Y,EF-003,EF-003,0,0,0
10773,TA-10774,SP-0029,12.7,1.24,212.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10774,TA-10775,SP-0029,63.5,1.65,122.0,3,152.4,N,Y,N,N,EF-017,EF-017,0,0,0
10775,TA-10776,SP-0029,57.15,1.65,195.1,4,127.0,N,N,N,Y,EF-017,EF-012,0,0,0
10776,TA-10777,SP-0035,15.88,1.24,131.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
10777,TA-10778,SP-0035,15.88,1.24,131.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
10778,TA-10779,SP-0039,9.52,0.71,87.0,3,38.1,N,N,N,N,EF-008,EF-008,0,0,0
10779,TA-10780,SP-0035,25.4,2.41,72.0,3,50.8,N,N,N,N,EF-018,EF-003,0,0,0
10780,TA-10781,SP-0035,19.05,1.65,66.0,3,38.1,N,N,N,N,EF-003,EF-018,0,0,0
10781,TA-10782,SP-0035,25.4,2.41,48.0,2,50.8,N,N,N,N,EF-018,EF-003,0,0,0
10782,TA-10783,SP-0035,19.05,1.65,44.0,2,38.1,N,N,N,N,EF-003,EF-018,0,0,0
10783,TA-10784,SP-0019,15.88,1.24,45.72,2,38.1,N,N,N,N,EF-008,EF-008,0,0,0
10784,TA-10785,SP-0019,6.35,0.71,16.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10785,TA-10786,SP-0019,15.88,1.24,29.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0
10786,TA-10787,SP-0019,12.7,0.89,30.48,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10787,TA-10788,SP-0019,12.7,0.89,53.34,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10788,TA-10789,SP-0019,6.35,0.71,21.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10789,TA-10790,SP-0035,9.52,1.24,30.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10790,TA-10791,SP-0019,9.52,0.71,38.1,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10791,TA-10792,SP-0019,9.52,0.71,35.56,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10792,TA-10793,SP-0029,22.22,1.65,58.0,2,63.5,N,N,N,N,NONE,NONE,0,0,0
10793,TA-10794,SP-0019,9.52,0.71,26.0,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10794,TA-10795,SP-0019,9.52,0.71,26.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0
10795,TA-10796,SP-0029,19.05,1.65,87.0,4,38.1,N,N,N,Y,NONE,NONE,0,0,0
10796,TA-10797,SP-0029,19.05,1.65,55.0,4,38.1,N,N,N,Y,NONE,NONE,0,0,0
10797,TA-10798,SP-0029,22.22,1.65,57.0,4,38.1,N,Y,N,Y,NONE,NONE,0,0,0
10798,TA-10799,SP-0029,12.7,0.89,74.0,5,38.1,N,N,N,N,NONE,EF-008,0,0,0
10799,TA-10800,SP-0019,6.35,0.71,45.72,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10800,TA-10801,SP-0019,15.88,1.24,53.0,2,50.8,N,N,N,N,EF-008,EF-008,0,0,0
10801,TA-10802,SP-0019,9.52,0.71,55.88,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10802,TA-10803,SP-0019,6.35,0.71,26.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10803,TA-10804,SP-0019,6.35,0.71,35.56,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10804,TA-10805,SP-0019,6.35,0.71,61.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10805,TA-10806,SP-0029,12.7,1.65,123.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10806,TA-10807,SP-0029,9.52,0.89,91.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10807,TA-10808,SP-0035,6.35,0.89,29.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
10808,TA-10809,SP-0029,12.7,0.89,62.0,1,38.1,N,N,N,N,EF-003,EF-003,1,0,0
10809,TA-10810,SP-0029,15.88,2.41,254.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10810,TA-10811,SP-0029,15.88,2.41,254.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10811,TA-10812,SP-0029,12.7,1.65,266.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10812,TA-10813,SP-0029,15.88,1.65,203.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10813,TA-10814,SP-0029,12.7,1.65,214.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10814,TA-10815,SP-0028,9.52,0.89,32.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10815,TA-10816,SP-0029,9.52,0.89,18.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10816,TA-10817,SP-0029,9.52,0.89,47.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10817,TA-10818,SP-0029,19.05,2.11,50.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10818,TA-10819,SP-0029,19.05,2.11,69.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10819,TA-10820,SP-0029,12.7,1.24,118.0,2,76.2,N,N,N,N,EF-003,EF-023,0,0,0
10820,TA-10821,SP-0029,25.4,2.41,53.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
10821,TA-10822,SP-0035,6.35,0.89,25.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
10822,TA-10823,SP-0029,22.22,1.65,27.0,2,63.5,N,Y,N,Y,EF-002,EF-002,0,0,0
10823,TA-10824,SP-0029,22.22,1.65,27.0,2,63.5,N,Y,N,Y,EF-002,EF-002,0,0,0
10824,TA-10825,SP-0039,6.35,0.71,96.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10825,TA-10826,SP-0039,12.7,0.89,25.0,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
10826,TA-10827,SP-0035,9.52,0.89,295.0,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
10827,TA-10828,SP-0035,9.52,0.89,263.0,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10828,TA-10829,SP-0035,7.94,0.89,51.0,1,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10829,TA-10830,SP-0035,7.94,0.89,93.0,5,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10830,TA-10831,SP-0039,6.35,0.71,39.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
10831,TA-10832,SP-0035,7.94,0.89,97.0,5,25.4,N,N,N,N,EF-008,EF-008,0,0,0
10832,TA-10833,SP-0035,7.94,0.89,34.0,2,25.4,N,N,N,N,EF-014,EF-014,0,0,0
10833,TA-10834,SP-0039,6.35,0.71,338.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10834,TA-10835,SP-0029,12.7,0.89,58.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
10835,TA-10836,SP-0029,19.05,1.24,51.0,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
10836,TA-10837,SP-0029,25.4,1.65,22.0,2,50.8,N,Y,N,Y,EF-003,EF-003,0,0,0
10837,TA-10838,SP-0028,9.52,0.89,294.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10838,TA-10839,SP-0029,25.4,2.11,92.0,2,50.8,N,N,Y,Y,EF-003,EF-003,0,0,0
10839,TA-10840,SP-0035,12.7,0.89,182.0,2,38.1,N,N,N,N,EF-018,EF-003,0,0,0
10840,TA-10841,SP-0029,25.4,2.11,166.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10841,TA-10842,SP-0029,25.4,2.11,85.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10842,TA-10843,SP-0028,9.52,0.89,170.0,4,31.75,N,N,N,N,EF-003,NONE,0,0,0
10843,TA-10844,SP-0028,9.52,0.89,181.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10844,TA-10845,SP-0029,25.4,2.11,237.0,6,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
10845,TA-10846,SP-0029,25.4,2.11,35.0,0,0.0,N,N,N,N,EF-003,NONE,0,0,0
10846,TA-10847,SP-0029,25.4,2.11,26.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
10847,TA-10848,SP-0029,25.4,2.11,61.0,1,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10848,TA-10849,SP-0028,9.52,0.89,206.0,6,31.75,N,N,N,N,EF-003,NONE,0,0,0
10849,TA-10850,SP-0039,12.7,0.89,208.0,7,38.1,N,N,N,N,EF-008,EF-008,0,0,0
10850,TA-10851,SP-0028,9.52,0.89,208.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10851,TA-10852,SP-0029,12.7,0.89,204.0,6,38.1,N,N,N,N,EF-003,NONE,0,0,0
10852,TA-10853,SP-0029,25.4,2.11,87.0,3,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
10853,TA-10854,SP-0029,25.4,2.11,207.0,4,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
10854,TA-10855,SP-0029,25.4,2.11,81.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10855,TA-10856,SP-0029,25.4,2.11,60.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10856,TA-10857,SP-0029,25.4,2.11,35.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10857,TA-10858,SP-0029,19.05,1.65,84.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10858,TA-10859,SP-0029,19.05,1.65,55.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10859,TA-10860,SP-0029,19.05,1.65,367.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10860,TA-10861,SP-0029,19.05,1.65,53.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,1
10861,TA-10862,SP-0029,19.05,1.65,38.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10862,TA-10863,SP-0035,9.52,0.89,102.0,4,19.05,N,Y,N,N,EF-003,EF-003,0,0,0
10863,TA-10864,SP-0035,19.05,2.11,172.0,9,38.1,N,N,N,Y,EF-003,EF-003,1,0,0
10864,TA-10865,SP-0029,31.75,3.05,64.0,2,50.8,N,N,N,N,EF-003,EF-003,1,0,0
10865,TA-10866,SP-0029,31.75,3.05,50.0,2,50.8,N,N,N,N,EF-003,EF-003,1,0,0
10866,TA-10867,SP-0029,9.52,0.71,101.0,0,0.0,N,N,N,N,EF-008,EF-008,0,0,0
10867,TA-10868,SP-0029,19.05,1.65,57.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10868,TA-10869,SP-0029,19.05,1.65,37.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10869,TA-10870,SP-0029,19.05,1.65,70.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10870,TA-10871,SP-0029,19.05,1.65,49.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10871,TA-10872,SP-0029,19.05,1.65,53.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10872,TA-10873,SP-0029,19.05,1.65,52.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10873,TA-10874,SP-0029,19.05,1.65,62.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10874,TA-10875,SP-0035,19.05,2.11,59.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10875,TA-10876,SP-0028,9.52,0.89,198.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10876,TA-10877,SP-0039,9.52,0.71,138.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0
10877,TA-10878,SP-0039,12.7,0.89,134.0,3,38.1,N,N,N,N,EF-008,EF-008,0,0,0
10878,TA-10879,SP-0029,19.05,1.65,107.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,1
10879,TA-10880,SP-0028,9.52,0.89,110.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
10880,TA-10881,SP-0029,25.4,2.11,214.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10881,TA-10882,SP-0029,25.4,2.11,131.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10882,TA-10883,SP-0029,12.7,0.89,139.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10883,TA-10884,SP-0029,31.75,3.05,125.0,4,63.5,Y,Y,N,N,EF-003,EF-003,0,0,0
10884,TA-10885,SP-0029,38.1,3.05,329.0,4,76.2,N,N,N,Y,EF-003,EF-003,0,0,0
10885,TA-10886,SP-0029,38.1,3.05,178.0,3,76.2,N,N,N,Y,EF-003,EF-003,0,0,0
10886,TA-10887,SP-0029,15.88,1.65,230.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
10887,TA-10888,SP-0029,25.4,1.65,241.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
10888,TA-10889,SP-0039,9.52,0.71,356.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
10889,TA-10890,SP-0039,6.35,0.71,44.0,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
