tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,forming_a,forming_x
TA-09840,SP-0029,15.88,1.65,106.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09841,SP-0029,15.88,1.65,56.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09842,SP-0029,15.88,1.65,58.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09843,SP-0029,15.88,1.65,77.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09844,SP-0029,15.88,1.65,107.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09845,SP-0029,15.88,1.65,162.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09846,SP-0029,15.88,1.65,178.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09847,SP-0029,15.88,1.65,133.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09848,SP-0029,15.88,1.65,88.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09849,SP-0029,15.88,1.65,106.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,2,No,No
TA-09850,SP-0029,15.88,1.65,140.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09851,SP-0029,15.88,1.65,152.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09852,SP-0029,15.88,1.65,134.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09853,SP-0029,15.88,1.65,93.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09854,SP-0029,15.88,1.65,108.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09855,SP-0029,15.88,1.65,138.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09856,SP-0029,15.88,1.65,47.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09857,SP-0029,15.88,1.65,78.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09858,SP-0029,15.88,1.65,149.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09859,SP-0029,15.88,1.65,155.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09860,SP-0029,15.88,1.65,115.0,6,38.1,N,N,N,N,EF-003,EF-003,1,0,0,No,No
TA-09861,SP-0029,15.88,1.65,104.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09862,SP-0029,15.88,1.65,56.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09863,SP-0029,15.88,1.65,68.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09864,SP-0029,15.88,1.65,64.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09865,SP-0029,15.88,1.65,89.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,1,No,No
TA-09866,SP-0029,15.88,1.65,89.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-09867,SP-0029,15.88,1.65,110.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09868,SP-0029,15.88,1.65,110.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09869,SP-0029,15.88,1.65,124.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09870,SP-0029,15.88,1.65,124.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09871,SP-0029,15.88,1.65,227.0,12,38.1,N,N,N,N,EF-003,EF-002,0,0,0,No,No
TA-09872,SP-0029,15.88,1.65,82.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09873,SP-0029,15.88,1.65,120.0,6,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-09874,SP-0029,15.88,1.65,125.0,9,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09875,SP-0029,15.88,1.65,53.0,3,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-09876,SP-0029,15.88,1.65,81.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09877,,15.88,1.65,136.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09878,,15.88,1.65,140.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09879,SP-0028,57.15,1.65,84.0,2,114.3,N,N,N,N,NONE,NONE,0,0,0,No,No
TA-09880,SP-0028,57.15,1.65,87.0,2,101.6,N,N,N,N,NONE,NONE,0,0,0,No,No
TA-09881,SP-0029,127.0,1.65,143.0,2,127.0,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-09882,SP-0029,25.4,3.05,194.0,7,63.5,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09883,SP-0029,25.4,3.05,186.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09884,SP-0029,25.4,3.05,164.0,7,63.5,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09885,SP-0029,25.4,3.05,223.0,5,63.5,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-09886,SP-0029,25.4,3.05,219.0,7,63.5,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09887,SP-0029,25.4,3.05,173.0,5,63.5,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-09888,SP-0029,25.4,3.05,202.0,8,63.5,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09889,SP-0029,25.4,3.05,190.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09890,SP-0029,19.05,2.11,199.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09891,SP-0029,19.05,2.11,260.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09892,SP-0029,19.05,2.11,125.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09893,SP-0029,19.05,2.11,347.0,9,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09894,SP-0046,27.2,3.2,85.0,4,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-09895,SP-0035,12.7,0.89,192.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09896,SP-0037,6.35,0.89,16.0,2,12.7,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-09897,SP-0029,12.7,1.65,44.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09898,SP-0035,12.7,1.65,46.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09899,SP-0035,12.7,1.65,118.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09900,SP-0046,34.0,4.0,30.0,2,60.0,Y,Y,N,Y,EF-021,EF-021,0,0,0,No,No
TA-09901,SP-0046,27.2,3.2,124.0,2,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-09902,,15.88,1.65,179.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09903,SP-0029,88.9,1.65,117.0,4,152.4,N,Y,Y,Y,EF-023,EF-023,0,0,1,No,No
TA-09904,SP-0038,6.35,0.89,9.0,2,12.7,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-09905,SP-0035,12.7,1.24,130.0,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09906,SP-0046,27.2,3.2,127.0,2,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-09907,SP-0035,6.35,0.89,26.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09908,SP-0035,6.35,0.89,109.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09909,SP-0035,12.7,0.89,59.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09910,SP-0035,12.7,0.89,57.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09911,SP-0035,12.7,1.24,68.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09912,SP-0035,12.7,1.24,130.0,9,25.4,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09913,SP-0029,19.05,1.24,106.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09914,SP-0029,15.88,2.41,103.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09915,SP-0029,19.05,1.24,146.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09916,SP-0029,12.7,1.65,103.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09917,SP-0028,63.5,1.65,48.0,2,76.2,Y,Y,Y,Y,EF-009,EF-009,0,0,0,Yes,Yes
TA-09918,SP-0035,12.7,1.24,38.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09919,SP-0037,127.0,1.65,30.0,2,127.0,Y,Y,Y,Y,EF-023,EF-017,1,0,0,No,Yes
TA-09920,SP-0037,127.0,1.65,29.0,2,127.0,Y,Y,Y,Y,EF-023,NONE,1,0,1,No,No
TA-09921,SP-0037,127.0,1.65,29.0,2,127.0,Y,Y,Y,Y,EF-023,NONE,1,0,1,No,No
TA-09922,SP-0037,127.0,1.65,54.0,3,127.0,Y,Y,Y,Y,EF-023,NONE,1,0,1,No,No
TA-09923,SP-0037,127.0,1.65,28.0,2,127.0,Y,Y,Y,Y,EF-023,NONE,1,0,1,No,No
TA-09924,SP-0037,127.0,1.65,53.0,3,127.0,Y,Y,Y,Y,EF-023,NONE,1,0,1,No,No
TA-09925,SP-0035,12.7,0.89,87.0,7,25.4,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09926,SP-0029,9.52,0.89,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09927,SP-0035,63.5,1.65,233.0,5,127.0,N,N,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-09928,SP-0035,63.5,1.65,183.0,5,127.0,N,N,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-09929,SP-0028,9.52,0.89,64.0,2,127.0,N,N,N,N,EF-015,EF-015,0,0,0,No,No
TA-09930,SP-0029,9.52,1.24,21.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09931,SP-0029,9.52,1.24,71.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09932,SP-0029,12.7,1.65,89.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09933,SP-0029,12.7,1.65,89.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09934,SP-0029,12.7,1.65,72.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09935,SP-0029,12.7,1.65,72.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09936,SP-0029,101.6,1.65,185.0,3,101.6,N,Y,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-09937,SP-0029,101.6,1.65,144.0,0,0.0,N,N,N,N,EF-017,EF-017,1,0,0,Yes,Yes
TA-09938,SP-0029,101.6,1.65,211.0,3,101.6,N,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-09939,SP-0039,6.35,0.71,43.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-09940,SP-0039,6.35,0.71,46.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-09941,SP-0039,6.35,0.71,46.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-09942,SP-0039,6.35,0.71,43.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-09943,SP-0035,9.52,1.65,64.0,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09944,SP-0029,25.4,1.65,24.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09945,SP-0029,12.7,1.24,79.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09946,SP-0029,15.88,1.24,74.0,6,31.75,N,N,Y,Y,EF-003,EF-003,0,0,2,No,No
TA-09947,SP-0029,12.7,1.24,30.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09948,SP-0029,15.88,1.24,37.0,3,38.1,N,N,N,N,EF-003,EF-003,1,0,2,No,No
TA-09949,SP-0029,88.9,1.65,183.0,2,101.6,N,N,N,N,EF-009,EF-017,0,0,0,Yes,Yes
TA-09950,SP-0029,19.05,1.65,42.0,2,50.8,N,Y,N,Y,EF-003,EF-003,0,0,0,No,No
TA-09951,SP-0037,6.35,0.89,47.0,4,12.7,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-09952,SP-0046,34.0,4.0,118.0,4,90.0,N,Y,N,N,EF-021,EF-021,0,0,0,No,No
TA-09953,SP-0046,34.0,4.0,99.0,3,90.0,N,Y,N,N,EF-021,EF-021,0,0,0,No,No
TA-09954,SP-0046,34.0,4.0,119.0,3,90.0,N,Y,N,N,EF-021,EF-021,0,0,0,No,No
TA-09955,SP-0029,9.52,1.24,32.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09956,SP-0029,15.88,1.65,84.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09957,SP-0029,15.88,1.65,86.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09958,SP-0029,15.88,1.65,84.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09959,SP-0029,15.88,1.65,130.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09960,SP-0029,15.88,1.65,91.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,2,No,No
TA-09961,SP-0029,15.88,1.65,105.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09962,SP-0029,15.88,1.65,133.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09963,SP-0029,15.88,1.65,44.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09964,SP-0029,15.88,1.65,99.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09965,SP-0029,15.88,1.65,74.0,6,38.1,N,N,N,N,EF-003,EF-003,1,0,0,No,No
TA-09966,SP-0029,15.88,1.65,161.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09967,SP-0029,15.88,1.65,173.0,10,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-09968,SP-0029,19.05,2.11,160.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09969,SP-0029,19.05,2.11,175.0,11,25.4,N,N,N,Y,EF-003,EF-003,0,0,1,No,No
TA-09970,SP-0029,15.88,1.65,152.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09971,SP-0029,15.88,1.65,106.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,2,No,No
TA-09972,SP-0029,15.88,1.65,157.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09973,SP-0029,15.88,1.65,58.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09974,SP-0029,15.88,1.65,147.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09975,SP-0029,15.88,1.65,153.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09976,SP-0029,15.88,1.65,115.0,7,38.1,N,N,N,N,EF-003,EF-003,2,0,0,No,No
TA-09977,SP-0029,15.88,1.65,103.0,7,38.1,N,N,N,N,EF-003,EF-003,2,0,0,No,No
TA-09978,SP-0029,9.52,1.24,38.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09979,SP-0029,15.88,1.65,86.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-09980,SP-0029,15.88,1.65,70.0,4,38.1,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-09981,SP-0028,50.8,1.65,105.0,2,101.6,N,N,N,N,NONE,NONE,1,0,0,No,No
TA-09982,SP-0035,12.7,1.65,201.0,9,38.1,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-09983,SP-0029,9.52,0.89,20.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09984,SP-0028,6.35,0.89,11.0,2,12.7,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09985,SP-0038,6.35,0.89,22.0,3,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-09986,SP-0038,6.35,0.89,27.0,3,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-09987,SP-0038,6.35,0.89,22.0,3,12.7,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-09988,SP-0038,6.35,0.89,29.0,3,12.7,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-09989,SP-0028,38.1,1.65,40.0,1,63.5,Y,Y,N,N,EF-003,NONE,0,0,0,No,No
TA-09990,SP-0029,101.6,1.65,200.0,4,152.4,N,Y,N,Y,EF-017,EF-023,0,0,0,Yes,No
TA-09991,SP-0029,101.6,1.65,85.0,2,152.4,Y,Y,N,N,EF-023,EF-017,0,0,0,No,Yes
TA-09992,SP-0029,9.52,0.89,28.0,2,19.05,N,N,N,N,EF-003,EF-006,0,0,0,No,Yes
TA-09993,SP-0029,101.6,1.65,210.0,5,101.6,N,N,N,Y,EF-009,EF-009,0,0,0,Yes,Yes
TA-09994,SP-0029,50.8,3.05,46.0,1,152.4,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-09995,SP-0029,19.05,2.41,46.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09996,SP-0029,12.7,1.24,114.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09997,SP-0029,12.7,1.24,156.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09998,SP-0029,12.7,1.24,87.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-09999,SP-0029,12.7,1.24,134.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10000,SP-0029,12.7,1.24,130.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10001,SP-0029,12.7,1.24,154.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10002,SP-0029,9.52,0.89,32.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10003,SP-0029,12.7,1.24,74.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10004,SP-0029,12.7,1.24,63.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10005,SP-0029,12.7,1.24,110.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10006,SP-0029,12.7,1.24,76.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10007,SP-0029,12.7,1.24,82.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10008,SP-0029,12.7,1.24,54.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10009,SP-0029,127.0,1.65,234.0,4,127.0,Y,Y,N,Y,EF-009,EF-017,1,0,0,Yes,Yes
TA-10010,SP-0029,127.0,1.65,224.0,4,196.85,Y,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-10011,SP-0028,9.52,0.89,30.0,2,31.75,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-10012,SP-0046,34.0,4.0,110.0,4,90.0,Y,Y,N,Y,EF-021,EF-021,0,0,0,No,No
TA-10013,SP-0029,25.4,2.41,80.0,1,63.5,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-10014,SP-0029,12.7,1.65,69.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10015,SP-0037,6.35,0.89,15.0,1,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-10016,SP-0037,6.35,0.89,15.0,1,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-10017,SP-0038,6.35,0.89,45.0,5,12.7,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-10018,SP-0029,127.0,1.65,228.0,3,127.0,N,N,Y,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-10019,SP-0029,127.0,1.65,140.0,1,127.0,N,Y,N,N,EF-017,EF-017,1,0,0,Yes,Yes
TA-10020,SP-0029,101.6,1.65,154.0,1,101.6,N,N,N,N,EF-017,EF-017,1,0,0,Yes,Yes
TA-10021,SP-0028,25.4,1.65,71.0,2,63.5,N,N,N,Y,EF-003,EF-009,0,0,0,No,Yes
TA-10022,SP-0029,15.88,1.65,203.0,8,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10023,SP-0028,76.2,1.65,68.0,2,101.6,Y,Y,N,Y,EF-009,NONE,0,0,0,Yes,No
TA-10024,SP-0028,76.2,1.65,24.0,1,76.2,N,Y,Y,Y,EF-009,NONE,0,0,0,Yes,No
TA-10025,SP-0028,76.2,1.65,13.0,0,0.0,N,Y,N,Y,EF-009,NONE,0,0,0,Yes,No
TA-10026,SP-0029,9.52,1.65,37.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10027,SP-0029,19.05,2.11,181.0,8,25.4,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-10028,SP-0029,19.05,2.11,166.0,8,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10029,SP-0035,69.85,1.65,118.0,3,139.7,N,Y,N,N,EF-003,NONE,0,0,0,No,No
TA-10030,SP-0029,15.88,1.65,170.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10031,SP-0029,15.88,1.65,187.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10032,SP-0029,19.05,1.65,47.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10033,SP-0029,19.05,1.65,44.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10034,SP-0029,19.05,1.65,160.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10035,SP-0029,19.05,1.65,158.0,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10036,SP-0029,12.7,1.24,27.0,2,25.4,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-10037,SP-0028,76.2,1.65,42.0,2,76.2,Y,Y,Y,Y,EF-009,EF-009,0,0,0,Yes,Yes
TA-10038,SP-0035,6.35,0.89,13.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-10039,SP-0035,6.35,0.89,26.0,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-10040,SP-0046,34.0,4.0,124.0,4,90.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10041,SP-0046,34.0,4.0,249.0,6,90.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10042,SP-0046,34.0,4.0,249.0,6,90.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10043,SP-0046,27.2,3.2,249.0,6,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10044,SP-0046,27.2,3.2,248.0,6,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10045,SP-0046,27.2,3.2,178.0,3,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10046,SP-0046,34.0,4.0,162.0,3,90.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10047,SP-0046,27.2,3.2,168.0,3,70.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10048,SP-0028,6.35,0.89,61.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10049,SP-0046,34.0,4.0,118.0,3,90.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10050,SP-0030,13.72,3.02,119.0,3,38.1,N,N,N,N,NONE,EF-003,0,0,0,No,No
TA-10051,SP-0030,13.72,3.02,126.0,3,38.1,N,N,N,N,NONE,EF-003,0,0,0,No,No
TA-10052,SP-0046,21.7,2.8,204.0,4,55.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10053,SP-0046,21.7,2.8,234.0,4,55.0,N,N,N,N,EF-021,EF-021,0,0,0,No,No
TA-10054,,17.48,2.41,220.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10055,,17.48,2.41,232.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10056,SP-0029,15.88,1.65,105.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,1,No,No
TA-10057,SP-0029,15.88,1.65,97.0,6,38.1,N,N,N,N,EF-003,EF-003,1,0,0,No,No
TA-10058,SP-0028,15.88,1.24,50.0,3,50.8,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-10059,SP-0029,9.52,1.65,6.0,1,19.05,N,N,N,N,EF-003,EF-015,0,0,0,No,No
TA-10060,SP-0029,9.52,1.65,33.0,2,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-10061,SP-0029,9.52,1.65,18.0,2,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-10062,SP-0029,9.52,1.65,18.0,2,19.05,N,N,N,N,EF-003,EF-015,0,0,0,No,No
TA-10063,SP-0028,9.52,0.89,38.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-10064,SP-0038,15.88,1.65,82.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-10065,SP-0038,6.35,0.89,66.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-10066,SP-0037,12.7,1.65,61.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-10067,SP-0038,6.35,0.89,94.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-10068,SP-0029,101.6,1.65,227.0,3,101.6,N,Y,N,N,EF-017,EF-017,1,0,0,Yes,Yes
TA-10069,SP-0029,101.6,1.65,183.0,4,101.6,N,N,N,Y,EF-009,EF-017,1,0,1,Yes,Yes
TA-10070,SP-0029,127.0,1.65,196.0,4,127.0,Y,Y,Y,Y,EF-009,EF-017,4,0,2,Yes,Yes
TA-10071,SP-0029,101.6,1.65,170.0,4,101.6,N,N,N,N,EF-009,EF-017,2,0,0,Yes,Yes
TA-10072,SP-0029,101.6,1.65,226.0,3,101.6,N,N,N,Y,EF-009,EF-017,1,0,1,Yes,Yes
TA-10073,SP-0029,127.0,1.65,240.0,2,127.0,N,N,Y,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-10074,SP-0029,101.6,1.65,214.0,5,101.6,N,Y,N,Y,EF-017,EF-017,2,0,0,Yes,Yes
